TRANSACTION_ID,PARTNER_ID,TRANSACTION_DATE,SHOP_ID,CUSTOMER_ID,POINTS,TURNOVER
09010021011810921546,1,18.07.2021 21:59:00,1023,109373,300,104.81
05120021120318824407,4,03.06.2022 17:14:00,19998,188680,6,14.55
04110021110378794959,4,03.05.2022 16:44:00,19998,787858,14,33.95
07120021121201714765,4,12.06.2022 19:15:00,19998,017100,6,14.55
09020021020428271659,1,04.08.2021 21:59:00,1023,282725,300,255.08
10040021040711891421,1,07.10.2021 22:59:00,1023,118620,300,156.25
11073621070369192206,2,03.01.2022 23:54:36,12879,691925,5,14.55
01080021080524624987,4,05.02.2022 13:10:00,19998,246467,10,24.25
09010021012546221658,1,25.07.2021 21:59:00,1023,694288,300,229.33
05123521120838883570,3,08.06.2022 17:21:35,13728,858861,106,422.92
09080021080979264523,4,09.02.2022 09:42:00,19998,792700,4,9.7
12030021031551983747,3,15.09.2021,19936,519802,97,388
10040021041692691187,1,16.10.2021 22:59:00,1023,926451,300,25.98
09010021011409721341,1,14.07.2021 21:59:00,1023,097612,300,79.41
05100021102071444871,4,20.04.2022 17:27:00,19998,714959,22,55.775
11120021122454944842,4,24.06.2022 11:56:00,19998,549358,15,36.375
12050621052136862560,2,21.11.2021 12:06:06,12778,368149,16,49.47
12120021122921524140,4,29.06.2022 12:09:00,19998,215325,13,31.525
05090021092192874483,4,21.03.2022 17:23:00,19998,928717,9,21.825
06090021092404914120,4,24.03.2022 18:25:00,19998,049218,8,19.4
03064621062920512385,2,29.12.2021 15:58:46,12832,205138,5,14.55
01090021092912674533,4,29.03.2022 13:45:00,19998,126511,44,109.125
10051321052484132311,2,24.11.2021 22:20:13,12816,841749,22,66.93
03042321041629822666,2,16.10.2021 15:22:23,12831,298998,32,96.03
05062921060763042751,2,07.12.2021 17:51:29,12907,630016,57,171.69
02080021080628424581,4,06.02.2022 14:44:00,19998,284244,7,16.975
09080021080365454567,4,03.02.2022 09:41:00,19998,654002,3,7.275
03120021121817434646,4,18.06.2022 15:46:00,19998,174375,14,33.95
12050021050469613650,3,04.11.2021,19936,696755,194,776
10080021083024881180,1,28.02.2022 22:59:00,1023,248370,300,137.22
07100021101462464968,4,14.04.2022 19:31:00,19998,624341,5,12.125
09020021021924041627,1,19.08.2021 21:59:00,1023,240433,300,225.22
12100021101648594171,4,16.04.2022 12:16:00,19998,485597,7,16.975
05070121071810902981,2,18.01.2022 17:30:01,12831,109536,7,20.37
12080021082970694515,4,28.02.2022 12:44:00,19998,706376,10,24.25
02080021082532464681,4,25.02.2022 14:10:00,19998,324940,5,12.125
06080021081807554122,4,18.02.2022 18:30:00,19998,075809,35,87.3
09020021022460411958,1,24.08.2021 21:59:00,1023,604163,300,47.07
01100021101673794269,4,16.04.2022 13:48:00,19998,737493,3,7.275
12090021090890504488,4,08.03.2022 12:10:00,19998,905536,12,29.1
10100021102442081896,1,24.04.2022 22:59:00,1023,420831,300,118.24
09110021112455991153,1,24.05.2022 21:59:00,1023,559995,300,218.4
11080021081897804931,4,18.02.2022 11:13:00,19998,978552,6,14.55
06110021111589224425,4,15.05.2022 18:44:00,19998,892476,7,16.975
03110021111202594929,4,12.05.2022 15:42:00,19998,025986,5,12.125
01120021122923834424,4,29.06.2022 13:18:00,19998,238378,11,26.675
01110021112537834691,4,25.05.2022 13:38:00,19998,378364,3,7.275
10060021060210921492,1,02.12.2021 22:59:00,1023,109373,300,292.69
09043321042651022327,2,26.10.2021 21:12:33,12848,510220,15,43.65
10090021092172141614,1,21.03.2022 22:59:00,1023,721465,300,268.13
04080021081212634129,4,12.02.2022 16:38:00,19998,126973,16,41.225
06100021103090564752,4,30.04.2022 18:14:00,19998,905466,10,24.25
09120021120664671638,1,06.06.2022 21:59:00,1023,646158,300,214.51
10090021091928161288,1,19.03.2022 22:59:00,1023,281689,300,149.08
03090021091865643151,3,18.03.2022 03:16:00,13720,656406,146,582
04110021110391344519,4,03.05.2022 16:00:00,19998,097343,6,14.55
09110021111828991257,1,18.05.2022 21:59:00,1023,289447,300,20.05
06115521110951933756,3,09.05.2022 18:18:55,13726,519380,145,578.12
12053021050897582908,2,08.11.2021 12:30:30,12807,975079,1,2.91
07083421083026382892,2,28.02.2022 19:16:34,12864,263016,44,130.95
12050021050820233801,3,08.11.2021,19936,890752,194,776
12030021033089293689,3,30.09.2021,19937,892910,97,388
09080021080867224309,4,08.02.2022 21:55:00,19998,672286,30,75.175
12110021111371374871,4,13.05.2022 12:52:00,19998,713971,23,58.2
06080021083168764916,4,28.02.2022 18:31:00,19998,687876,21,53.35
09020021020333471730,1,03.08.2021 21:59:00,1023,334152,300,164.38
06100021101539534962,4,15.04.2022 18:32:00,19998,086589,70,174.6
03090021093071474598,4,31.03.2022 15:15:00,19998,714719,10,24.25
04090021092592414177,4,25.03.2022 16:25:00,19998,924236,12,29.1
10100021100446081512,1,04.04.2022 22:59:00,1023,460826,300,264.66
09030021031815081338,1,18.09.2021 21:59:00,1023,150083,300,19.28
11110021112615004158,4,26.05.2022 11:47:00,19998,149004,14,33.95
12050021053097813730,3,30.11.2021,19936,978165,291,1164
10090021091243143584,3,12.03.2022 22:42:00,13722,431255,135,539.32
09020021020442571529,1,04.08.2021 21:59:00,1023,425348,300,234.69
03080021081844464823,4,18.02.2022 15:02:00,19998,444698,27,67.9
12050021052041073620,3,20.11.2021,19929,410078,97,388
08055721052586422255,2,25.11.2021 20:47:57,12777,864638,1,2.91
08053821050731802869,2,07.11.2021 20:16:38,12785,318955,41,122.22
05120021122712704561,4,27.06.2022 17:15:00,19998,127841,6,14.55
03080021081971474110,4,19.02.2022 15:42:00,19998,714719,10,24.25
06080021081012364647,4,10.02.2022 18:04:00,19998,123199,10,24.25
05043421040917172426,2,09.10.2021 17:32:34,12887,171088,5,14.55
07120021121326644534,4,13.06.2022 19:02:00,19998,266482,16,38.8
02100021100418014653,4,04.04.2022 14:58:00,19998,180844,26,65.475
02100021102115174354,4,21.04.2022 14:45:00,19998,151790,5,12.125
03080021080410004945,4,04.02.2022 15:10:00,19998,100066,4,9.7
12090021092072053552,3,20.03.2022,19935,720548,97,388
10110021111008314620,4,10.05.2022 10:37:00,19998,468309,16,41.225
07051821050410782635,2,04.11.2021 19:21:18,12904,107400,26,78.57
08080121081554812802,2,15.02.2022 20:38:01,12842,548950,15,43.65
01080021081232894341,4,12.02.2022 13:35:00,19998,328989,11,26.675
07090021090835914422,4,08.03.2022 19:57:00,19998,359389,9,21.825
10080021082439534978,4,24.02.2022 10:48:00,19998,395328,9,21.825
03100021100812604939,4,08.04.2022 15:20:00,19998,126643,12,29.1
02120021121199544825,4,11.06.2022 14:45:00,19998,995300,8,19.4
03080021080695664691,4,06.02.2022 15:17:00,19998,956977,7,16.975
02090021090441044414,4,04.03.2022 14:24:00,19998,410454,11,26.675
04090021090295364920,4,02.03.2022 16:34:00,19998,897953,15,36.375
02110021111290444991,4,12.05.2022 14:08:00,19998,904086,3,7.275
10100021102641561682,1,26.04.2022 22:59:00,1023,415655,300,233.46
12100021100674674917,4,06.04.2022 12:33:00,19998,746070,20,50.925
12080021081568974124,4,15.02.2022 12:17:00,19998,689799,14,33.95
12090021092808944580,4,28.03.2022 12:53:00,19998,089711,7,16.975
12080021082522874320,4,25.02.2022 12:53:00,19998,228490,9,21.825
03100021102470044981,4,24.04.2022 15:40:00,19998,700719,17,43.65
10100021100884314666,4,08.04.2022 10:31:00,19998,843147,12,29.1
04080021081472714911,4,14.02.2022 16:16:00,19998,727676,9,21.825
09110021111910921777,1,19.05.2022 21:59:00,1023,109373,300,121.13
12020021022672663811,3,26.08.2021,19931,726721,388,1552
03090021092086914337,4,20.03.2022 15:53:00,19998,869104,13,31.525
02080021081625934635,4,16.02.2022 14:14:00,19998,259699,12,29.1
05080021081351404406,4,13.02.2022 17:14:00,19998,481067,7,16.975
04080021082218254570,4,22.02.2022 16:46:00,19998,182663,8,19.4
10043321042628772984,2,26.10.2021 22:25:33,12794,287772,5,14.55
08100021103112644532,4,30.04.2022 20:23:00,19998,126287,10,24.25
06090021090116984515,4,01.03.2022 18:20:00,19998,169845,9,21.825
07090021092461694219,4,24.03.2022 19:24:00,19998,193467,6,14.55
02122221120179403712,3,01.06.2022 14:14:22,13724,794009,194,776
11120021122112854314,4,21.06.2022 11:19:00,19998,128841,22,55.775
06064121062353922234,2,23.12.2021 18:38:41,12824,539526,16,49.47
11054221052908642660,2,29.11.2021 11:00:42,12882,086774,15,43.65
11110021111050024123,4,10.05.2022 11:58:00,19998,500610,55,138.225
10090021090614844997,4,06.03.2022 10:47:00,19998,148480,6,14.55
12020021021490933555,3,14.08.2021,19931,909837,194,776
06090021090910744276,4,09.03.2022 18:39:00,19998,107725,7,16.975
03110021111316984844,4,13.05.2022 15:31:00,19998,169845,25,63.05
12080021080973344721,4,09.02.2022 12:40:00,19998,733637,11,26.675
02080021080711394815,4,07.02.2022 14:43:00,19998,113956,19,48.5
02090021092887864303,4,28.03.2022 14:38:00,19998,878815,7,16.975
12050021052119683951,3,21.11.2021,19933,196807,97,388
03110021111026224787,4,10.05.2022 15:56:00,19998,262410,20,50.925
12080021081170694584,4,11.02.2022 12:50:00,19998,706376,8,19.4
03110021112503664590,4,25.05.2022 15:13:00,19998,036172,11,26.675
12090021092608674867,4,26.03.2022 12:12:00,19998,086607,11,26.675
12110021111412664408,4,14.05.2022 12:21:00,19998,126161,16,38.8
07083521082552082201,2,25.02.2022 19:09:35,15849,520828,34,101.85
06110021112370524565,4,23.05.2022 18:06:00,19998,705880,14,33.95
03110021112791604132,4,27.05.2022 15:09:00,19998,916836,10,24.25
10100021102156394400,4,21.04.2022 10:43:00,19998,563976,4,9.7
10070021072104251364,1,21.01.2022 22:59:00,1023,042991,300,253.42
11120021122843244271,4,28.06.2022 11:52:00,19998,835449,55,138.225
09010021012076741209,1,20.07.2021 21:59:00,1023,767436,300,238.41
06065121063043292407,2,31.12.2021 18:33:51,12838,432939,17,52.38
02100021102390494511,4,23.04.2022 14:30:00,19998,904913,7,16.975
01100021102568674455,4,25.04.2022 13:21:00,19998,686132,7,16.975
10050021051408631944,1,14.11.2021 22:59:00,1023,086334,300,104.94
10100021100805811629,1,08.04.2022 22:59:00,1023,058621,300,22.94
04100021102490814652,4,24.04.2022 16:09:00,19998,908123,12,29.1
06090021092002364704,4,20.03.2022 18:57:00,19998,023677,11,26.675
12120021121412474794,4,14.06.2022 12:01:00,19998,124743,17,43.65
06080021081600804473,4,16.02.2022 18:05:00,19998,007802,19,48.5
07080021081496554300,4,14.02.2022 19:42:00,19998,434924,9,21.825
06100021101236664425,4,12.04.2022 18:52:00,19998,366121,12,29.1
02100021103095214941,4,30.04.2022 14:45:00,19998,952126,9,21.825
02090021092540884796,4,25.03.2022 14:12:00,19998,408880,8,19.4
10050021052211891869,1,22.11.2021 22:59:00,1023,118620,300,255.34
05110021112489954565,4,24.05.2022 17:36:00,19998,899295,3,7.275
10052121051707002938,2,17.11.2021 22:00:21,12785,070114,30,90.21
06100021102913574402,4,29.04.2022 18:34:00,19998,135753,5,12.125
08110021112126354205,4,21.05.2022 20:35:00,19998,263936,10,24.25
10060021060245531943,1,02.12.2021 22:59:00,1023,455956,300,138.45
02080021081752834136,4,17.02.2022 14:01:00,19998,528314,29,72.75
02120021121956744117,4,19.06.2022 14:15:00,19998,567599,14,33.95
08100021100150164832,4,01.04.2022 20:15:00,19998,501686,8,19.4
11110021112090554778,4,20.05.2022 11:42:00,19998,905218,12,29.1
06080021081990564976,4,19.02.2022 18:04:00,19998,905882,7,16.975
07090021090135613883,3,01.03.2022 07:42:00,13727,356108,360,1439.48
03090021091007514423,4,10.03.2022 15:43:00,19998,075500,18,46.075
11120021122298644945,4,22.06.2022 11:43:00,19998,986452,3,7.275
11110021110211994967,4,02.05.2022 11:03:00,19998,119499,17,43.65
08100021102135914534,4,21.04.2022 20:46:00,19998,359389,17,43.65
02080021082942342453,2,28.02.2022 14:36:00,12793,077343,28,84.39
09010021010529321500,1,05.07.2021 21:59:00,1023,293276,300,162.69
06100021101892154473,4,18.04.2022 18:53:00,19998,921532,5,12.125
05120021121422694776,4,14.06.2022 17:04:00,19998,226698,29,72.75
11052021051115972468,2,11.11.2021 23:45:20,12827,159729,109,325.92
01100021100485124907,4,04.04.2022 13:57:00,19998,851241,8,19.4
08080021080573834746,4,05.02.2022 20:31:00,19998,738848,29,72.75
06100021102865294261,4,28.04.2022 18:26:00,19998,652297,5,12.125
10100021100765281784,1,07.04.2022 22:59:00,1023,652813,300,272.6
09030021031482751809,1,14.09.2021 21:59:00,1023,827545,300,39.42
01080021083032734969,4,28.02.2022 13:20:00,19998,327844,25,63.05
07120021122807844429,4,28.06.2022 19:05:00,19998,078519,18,46.075
04100021102200474597,4,22.04.2022 16:58:00,19998,004664,9,21.825
06083221081281022339,2,12.02.2022 18:18:32,12868,810254,34,101.85
01110021110356194665,4,03.05.2022 13:31:00,19998,561965,8,19.4
06040221041370142962,2,13.10.2021 18:35:02,12919,701484,16,49.47
12090021092899684215,4,28.03.2022 12:14:00,19998,996676,10,24.25
06080021081251324615,4,12.02.2022 18:32:00,19998,451234,5,12.125
02113721110549223848,3,05.05.2022 14:01:37,13721,492233,125,500.52
05100021102978534423,4,29.04.2022 17:41:00,19998,785348,3,7.275
12010021011935223344,3,19.07.2021,19929,352708,97,388
12050021053049033234,3,30.11.2021,19937,490242,194,776
07090021091031454922,4,10.03.2022 19:15:00,19998,309145,10,24.25
05110021111511004289,4,15.05.2022 17:45:00,19998,110078,6,14.55
11100021100981234951,4,09.04.2022 11:59:00,19998,812370,3,7.275
01080021080950884100,4,09.02.2022 13:31:00,19998,411865,3,7.275
11090021093009634620,4,31.03.2022 11:02:00,19998,096369,47,116.4
09120021121505041239,1,15.06.2022 21:59:00,1023,050272,300,53.77
06100021101226354874,4,12.04.2022 18:37:00,19998,263936,15,36.375
12020021020233723780,3,02.08.2021,19929,337994,97,388
12020021022860713799,3,28.08.2021,19936,607160,97,388
01080021082171734718,4,21.02.2022 13:24:00,19998,717683,7,16.975
10050021052428161265,1,24.11.2021 22:59:00,1023,281689,300,227.12
12090021090699354610,4,06.03.2022 12:30:00,19998,993470,7,16.975
10040021041804251726,1,18.10.2021 22:59:00,1023,042991,300,209.45
05100021100345934318,4,03.04.2022 17:24:00,19998,711677,19,48.5
01100021100870304914,4,08.04.2022 13:41:00,19998,703349,8,19.4
08080021081126064149,4,11.02.2022 20:58:00,19998,260060,10,24.25
01110021111331544477,4,13.05.2022 13:57:00,19998,315407,14,33.95
07081721081645412465,2,16.02.2022 19:44:17,12909,454458,46,136.77
04090021092213164614,4,22.03.2022 16:59:00,19998,131840,6,14.55
05110021112789534172,4,27.05.2022 17:00:00,19998,895578,11,26.675
08080021080387084445,4,03.02.2022 20:44:00,19998,870848,13,31.525
07080021083032464939,4,28.02.2022 19:19:00,19998,324940,3,7.275
10054221050716212998,2,07.11.2021 22:21:42,12909,162173,7,20.37
11080021080547824938,4,05.02.2022 11:52:00,19998,478972,6,14.55
06053021050846742793,2,08.11.2021 18:18:30,12853,467919,36,107.67
02100021102211144391,4,22.04.2022 14:17:00,19998,111970,21,53.35
01110021112463804777,4,24.05.2022 13:41:00,19998,632380,10,24.25
11043621042929932588,2,29.10.2021 23:38:36,12852,240376,16,49.47
07052821051160522423,2,11.11.2021 19:29:28,12795,605318,22,66.93
12050021051378353769,3,13.11.2021,19936,945616,97,388
01110021110481704426,4,04.05.2022 13:09:00,19998,817018,49,121.25
11120021120811704776,4,08.06.2022 11:13:00,19998,117229,14,33.95
02053021050289272988,2,02.11.2021 14:00:30,12914,892366,34,101.85
10120021121329324147,4,13.06.2022 10:08:00,19998,292322,9,21.825
12020021021327283895,3,13.08.2021,19938,272811,194,776
09110021112375831136,1,23.05.2022 21:59:00,1023,758612,300,157.6
10051921051938402715,2,19.11.2021 22:47:19,12774,288174,16,49.47
08100021102804464528,4,28.04.2022 20:57:00,19998,044485,20,50.925
03110021111959974370,4,19.05.2022 15:46:00,19998,599750,43,106.7
10050021052080331747,1,20.11.2021 22:59:00,1023,803492,300,280.4
12060021062601153324,3,26.12.2021,19936,137123,97,388
01100021101463804962,4,14.04.2022 13:50:00,19998,632380,5,12.125
09010021010993521884,1,09.07.2021 21:59:00,1023,935293,300,259.77
05120021122369334264,4,23.06.2022 17:22:00,19998,692336,14,33.95
12040021042828683992,3,28.10.2021,19936,286888,194,776
10070021072474741314,1,24.01.2022 22:59:00,1023,747454,300,279.66
04110021112511724416,4,25.05.2022 16:04:00,19998,117172,9,21.825
03085121082317042579,2,23.02.2022 15:06:51,12912,050444,32,96.03
07080021082409444862,4,24.02.2022 19:34:00,19998,094422,10,24.25
11080021080672204287,4,06.02.2022 11:33:00,19998,722954,18,46.075
09090021090733274890,4,07.03.2022 21:43:00,19998,332773,6,14.55
11100021100923824794,4,09.04.2022 11:51:00,19998,238274,9,21.825
02120021121712704911,4,17.06.2022 14:56:00,19998,127841,13,31.525
09110021111748444916,4,17.05.2022 09:17:00,19998,484071,21,53.35
07051521051292692736,2,12.11.2021 19:01:15,12782,926695,52,157.14
09010021012229401298,1,22.07.2021 21:59:00,1023,294229,300,152.76
08080021082104384225,4,21.02.2022 20:25:00,19998,043231,27,67.9
06113721112249033495,3,22.05.2022 18:39:37,13723,490242,146,582
01061821060649352254,2,06.12.2021 13:28:18,12780,493235,91,273.54
02100021100922134824,4,09.04.2022 14:41:00,19998,221093,9,21.825
10100021101013351506,1,10.04.2022 22:59:00,1023,133520,300,222.18
12050021051423643289,3,14.11.2021,19936,236496,97,388
11100021100108354933,4,01.04.2022 11:38:00,19998,083986,8,19.4
12090021090773014442,4,07.03.2022 12:20:00,19998,729010,9,21.825
01080021081333824419,4,13.02.2022 13:37:00,19998,338293,13,31.525
03120021122152724226,4,21.06.2022 15:54:00,19998,527404,18,46.075
10040021040642021406,1,06.10.2021 22:59:00,1023,420525,300,246.98
12020021022284663135,3,22.08.2021,19936,846286,97,388
10100021101598814329,4,15.04.2022 10:51:00,19998,988048,47,116.4
10070021070587581817,1,05.01.2022 22:59:00,1023,875518,300,58.29
04090021090452004932,4,04.03.2022 16:22:00,19998,520373,12,29.1
06110021111292034109,4,12.05.2022 18:44:00,19998,268905,20,50.925
06120021121712054329,4,17.06.2022 18:43:00,19998,120578,11,26.675
04090021092596514194,4,25.03.2022 16:47:00,19998,965554,10,24.25
09120021121521341167,1,15.06.2022 21:59:00,1023,213255,300,66.04
06101321102263073957,3,22.04.2022 18:27:13,13721,630792,198,791.52
10060021061072691317,1,10.12.2021 22:59:00,1023,726696,300,159.63
09120021121816954900,4,18.06.2022 21:35:00,19998,169593,10,24.25
12040021040313783963,3,03.10.2021,19930,137858,97,388
11071421072738862632,2,27.01.2022 23:07:14,12844,388676,53,160.05
10051421052333362334,2,23.11.2021 22:26:14,12776,333114,1,2.91
08080021082841904116,4,28.02.2022 20:20:00,19998,419068,62,155.2
03112121110135653840,3,01.05.2022 15:35:21,13726,356047,135,539.32
07110021111027504923,4,10.05.2022 19:37:00,19998,275474,17,43.65
08052721050909352523,2,09.11.2021 08:51:27,12918,141342,46,136.77
11080021080735054572,4,07.02.2022 11:52:00,19998,350228,16,41.225
10080021080235354446,4,02.02.2022 10:59:00,19998,353920,10,24.25
09120021120284171986,1,02.06.2022 21:59:00,1023,841728,300,54.98
06080021080491784818,4,04.02.2022 18:39:00,19998,917936,16,41.225
10060021060575901320,1,05.12.2021 22:59:00,1023,759609,300,163.25
04110021111632164219,4,16.05.2022 16:47:00,19998,321017,3,7.275
03053721051200342620,2,12.11.2021 15:46:37,12790,308034,5,14.55
03080021082390564775,4,23.02.2022 15:09:00,19998,905882,4,9.7
12010021012038343451,3,20.07.2021,19937,383402,97,388
01080021081940184808,4,19.02.2022 13:58:00,19998,401841,13,31.525
11100021101594414679,4,15.04.2022 11:32:00,19998,944877,5,12.125
12080021080273124450,4,02.02.2022 12:19:00,19998,731350,12,29.1
08085221082917352823,2,28.02.2022 20:44:52,12846,173367,7,20.37
09120021121663091803,1,16.06.2022 21:59:00,1023,630973,300,51.5
12010021011764473111,3,17.07.2021,19931,644777,97,388
10100021102772684804,4,27.04.2022 10:53:00,19998,726876,8,19.4
04110021110629124484,4,06.05.2022 16:27:00,19998,291764,22,55.775
04080021081212624508,4,12.02.2022 16:58:00,19998,126727,3,7.275
10100021100404251442,1,04.04.2022 22:59:00,1023,042991,300,289.26
01090021092595994154,4,25.03.2022 13:23:00,19998,959977,28,70.325
01090021092419404788,4,24.03.2022 13:22:00,19998,194432,22,55.775
01100021100417504139,4,04.04.2022 13:16:00,19998,175346,4,9.7
06110021110424874996,4,04.05.2022 18:50:00,19998,248433,5,12.125
10050021052442021305,1,24.11.2021 22:59:00,1023,420525,300,226.41
03110021110872424366,4,08.05.2022 15:12:00,19998,724244,6,14.55
05120021122109334842,4,21.06.2022 17:35:00,19998,093317,14,33.95
05110021112713384698,4,27.05.2022 17:07:00,19998,133480,18,46.075
02090021090555874752,4,05.03.2022 14:22:00,19998,558901,8,19.4
01120021122493624824,4,24.06.2022 13:49:00,19998,936239,28,70.325
12080021080190564288,4,01.02.2022 12:05:00,19998,905882,4,9.7
01100021100223414148,4,02.04.2022 13:52:00,19998,234216,11,26.675
05100021101855944137,4,18.04.2022 17:22:00,19998,559845,12,29.1
10030021032710921745,1,27.09.2021 22:59:00,1023,109373,300,21.88
12090021090990564628,4,09.03.2022 12:33:00,19998,905882,3,7.275
06120021122056914106,4,20.06.2022 18:37:00,19998,416969,5,12.125
09020021020953161545,1,09.08.2021 21:59:00,1023,531677,300,259.47
08100021102600514865,4,26.04.2022 20:48:00,19998,005184,7,16.975
03110021111369944407,4,13.05.2022 15:52:00,19998,699406,24,60.625
04090021091075274141,4,10.03.2022 16:19:00,19998,752801,16,41.225
07051521051120752375,2,11.11.2021 19:32:15,12836,207757,16,49.47
09010021010136561143,1,01.07.2021 21:59:00,1023,687821,300,291.85
06110021111547264437,4,15.05.2022 18:13:00,19998,472617,13,31.525
12120021121532464718,4,15.06.2022 12:11:00,19998,324940,7,16.975
07043121041892412524,2,18.10.2021 19:58:31,12809,924252,16,49.47
03120021121710004284,4,17.06.2022 15:09:00,19998,100066,7,16.975
03120021121972324890,4,19.06.2022 15:56:00,19998,723200,19,48.5
09104721101100123578,3,11.04.2022 21:30:47,13720,001751,324,1295.92
09010021012971471361,1,29.07.2021 21:59:00,1023,714977,300,131.39
10080021080527711983,1,05.02.2022 22:59:00,1023,277177,300,122.39
09062621062307502594,2,23.12.2021 21:53:26,12815,075040,7,20.37
04100021102334904586,4,23.04.2022 16:57:00,19998,645559,5,12.125
06100021101799244425,4,17.04.2022 18:25:00,19998,992860,6,14.55
07100021102561374817,4,25.04.2022 19:11:00,19998,613833,11,26.675
09010021012128891373,1,21.07.2021 21:59:00,1023,288272,300,169.25
07120021120113784638,4,01.06.2022 19:26:00,19998,137948,13,31.525
10060021062675901856,1,26.12.2021 22:59:00,1023,759609,300,207.43
06120021121686234195,4,16.06.2022 18:50:00,19998,862894,24,60.625
10081921080991322874,2,09.02.2022 22:35:19,12832,913283,15,43.65
07080021081390554432,4,13.02.2022 19:00:00,19998,905218,6,14.55
10060121062106312248,2,21.12.2021 22:01:01,12821,063422,32,96.03
08100021102737614556,4,27.04.2022 20:04:00,19998,376139,16,41.225
07043321040167642680,2,01.10.2021 19:54:33,12891,676970,31,93.12
09043221041781182351,2,17.10.2021 21:14:32,12814,811125,1,2.91
01100021100698544815,4,06.04.2022 13:27:00,19998,985419,19,48.5
11100021100170694483,4,01.04.2022 11:30:00,19998,706376,7,16.975
12120021120360944342,4,03.06.2022 12:06:00,19998,609339,11,26.675
07060021062949822197,2,29.12.2021 19:06:00,12890,498950,22,66.93
12070021070412523763,3,04.01.2022,19937,125215,97,388
01045821042024242476,2,20.10.2021 13:56:58,12869,242522,7,20.37
04080021082578794715,4,25.02.2022 16:26:00,19998,787477,5,12.125
05053221051258102730,2,12.11.2021 17:38:32,12781,581070,15,43.65
08090021090665824958,4,06.03.2022 20:51:00,19998,658299,6,14.55
02120021123017824257,4,30.06.2022 14:49:00,19998,178242,6,14.55
04054221052442392421,2,24.11.2021 16:55:42,12869,423933,44,130.95
10050021050584171959,1,05.11.2021 22:59:00,1023,841728,300,50.32
01110021110898924808,4,08.05.2022 13:09:00,19998,989296,5,12.125
05120021121080054645,4,10.06.2022 17:26:00,19998,799051,10,24.25
11090021092688094642,4,26.03.2022 11:38:00,19998,880287,6,14.55
06100021100949824624,4,09.04.2022 18:45:00,19998,498037,12,29.1
05080021080108134171,4,01.02.2022 17:40:00,19998,081345,9,21.825
11100021102538884868,4,25.04.2022 11:29:00,19998,388817,9,21.825
09073021070810542901,2,08.01.2022 09:50:30,12816,153825,65,194.97
02110021112310004606,4,23.05.2022 14:56:00,19998,100066,3,7.275
10080021080201621184,1,02.02.2022 22:59:00,1023,016273,300,212.57
06120021120812704583,4,08.06.2022 18:18:00,19998,127841,7,16.975
10050021052300671503,1,23.11.2021 22:59:00,1023,006732,300,272.49
12110021112667224707,4,26.05.2022 12:59:00,19998,341319,19,48.5
05120021121243324290,4,12.06.2022 17:36:00,19998,433236,12,29.1
07110021112399054531,4,23.05.2022 19:07:00,19998,990926,17,43.65
04090021092191404118,4,21.03.2022 16:43:00,19998,914240,10,24.25
02090021090372464969,4,03.03.2022 14:13:00,19998,724662,15,36.375
07100021101423064340,4,14.04.2022 19:06:00,19998,230885,5,12.125
